Survey,Year,Quarter,Area,SubArea,AphiaID,Species,LngtClass,CPUE_number_per_hour,DateofCalculation
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,380,6,20170602
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,390,7,20170602
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,400,5,20170602
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,410,6,20170602
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,420,2,20170602
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,430,4,20170602
NS-IBTS,2007,1,6,39F3,127379,Entelurus aequoreus,450,1,20170602
NS-IBTS,2007,1,6,39F3,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,6,39F3,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,6,39F3,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,260,2,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,270,3,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,280,3,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,290,4,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,300,3,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,310,3,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,320,1,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,340,1,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,350,1,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,370,2,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,380,7,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,390,8,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,400,7,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,410,9,20170602
NS-IBTS,2007,1,6,39F4,127379,Entelurus aequoreus,420,2,20170602
NS-IBTS,2007,1,6,39F4,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,6,39F4,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,6,39F4,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,6,39F5,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,6,39F5,127379,Entelurus aequoreus,270,1,20170602
NS-IBTS,2007,1,6,39F5,127379,Entelurus aequoreus,300,1,20170602
NS-IBTS,2007,1,6,39F5,127379,Entelurus aequoreus,400,1,20170602
NS-IBTS,2007,1,6,39F5,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,6,39F5,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,6,39F5,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,6,39F6,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,6,39F6,127379,Entelurus aequoreus,120,0.667,20170602
NS-IBTS,2007,1,6,39F6,127379,Entelurus aequoreus,390,0.667,20170602
NS-IBTS,2007,1,6,39F6,127379,Entelurus aequoreus,420,0.667,20170602
NS-IBTS,2007,1,6,39F6,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,6,39F6,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,6,39F6,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,70,0.667,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,80,4,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,90,6,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,100,6.667,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,110,8.667,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,120,2.667,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,370,0.667,20170602
NS-IBTS,2007,1,6,39F7,127379,Entelurus aequoreus,400,0.667,20170602
NS-IBTS,2007,1,6,39F7,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,6,39F7,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,6,39F7,127389,Syngnathus rostellatus,100,1.333,20170602
NS-IBTS,2007,1,6,39F7,127389,Syngnathus rostellatus,110,0.667,20170602
NS-IBTS,2007,1,6,39F7,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,6,39F8,127379,Entelurus aequoreus,110,2,20170602
NS-IBTS,2007,1,6,39F8,127379,Entelurus aequoreus,250,2,20170602
NS-IBTS,2007,1,6,39F8,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,6,39F8,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,6,39F8,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,240,0.968,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,270,0.968,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,290,1.936,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,300,1.936,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,310,0.968,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,320,0.968,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,360,0.968,20170602
NS-IBTS,2007,1,7,40F5,127379,Entelurus aequoreus,400,0.968,20170602
NS-IBTS,2007,1,7,40F5,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,40F5,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,40F5,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,40F6,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,40F6,127379,Entelurus aequoreus,370,1,20170602
NS-IBTS,2007,1,7,40F6,127379,Entelurus aequoreus,380,1,20170602
NS-IBTS,2007,1,7,40F6,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,40F6,127387,Syngnathus acus,80,1,20170602
NS-IBTS,2007,1,7,40F6,127387,Syngnathus acus,90,1,20170602
NS-IBTS,2007,1,7,40F6,127387,Syngnathus acus,100,1,20170602
NS-IBTS,2007,1,7,40F6,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,40F6,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,40F7,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,40F7,127379,Entelurus aequoreus,110,3.889,20170602
NS-IBTS,2007,1,7,40F7,127379,Entelurus aequoreus,120,3.889,20170602
NS-IBTS,2007,1,7,40F7,127379,Entelurus aequoreus,270,3.889,20170602
NS-IBTS,2007,1,7,40F7,127379,Entelurus aequoreus,300,3.889,20170602
NS-IBTS,2007,1,7,40F7,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,40F7,127387,Syngnathus acus,100,1,20170602
NS-IBTS,2007,1,7,40F7,127387,Syngnathus acus,110,3,20170602
NS-IBTS,2007,1,7,40F7,127387,Syngnathus acus,390,1,20170602
NS-IBTS,2007,1,7,40F7,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,40F7,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,41F5,127379,Entelurus aequoreus,250,1,20170602
NS-IBTS,2007,1,7,41F5,127379,Entelurus aequoreus,260,2,20170602
NS-IBTS,2007,1,7,41F5,127379,Entelurus aequoreus,270,2,20170602
NS-IBTS,2007,1,7,41F5,127379,Entelurus aequoreus,340,1,20170602
NS-IBTS,2007,1,7,41F5,127379,Entelurus aequoreus,400,1,20170602
NS-IBTS,2007,1,7,41F5,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,41F5,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,41F5,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,41F6,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,41F6,127379,Entelurus aequoreus,260,1,20170602
NS-IBTS,2007,1,7,41F6,127379,Entelurus aequoreus,270,1,20170602
NS-IBTS,2007,1,7,41F6,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,41F6,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,41F6,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,41F7,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,41F7,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,41F7,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,41F7,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,250,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,270,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,290,6.132,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,300,6.132,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,310,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,320,6.132,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,330,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,360,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,370,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,380,9.198,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,390,9.198,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,400,3.066,20170602
NS-IBTS,2007,1,7,42F5,127379,Entelurus aequoreus,410,3.066,20170602
NS-IBTS,2007,1,7,42F5,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,42F5,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,42F5,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,42F6,127379,Entelurus aequoreus,270,3.395,20170602
NS-IBTS,2007,1,7,42F6,127379,Entelurus aequoreus,280,1,20170602
NS-IBTS,2007,1,7,42F6,127379,Entelurus aequoreus,320,3.395,20170602
NS-IBTS,2007,1,7,42F6,127379,Entelurus aequoreus,400,3.395,20170602
NS-IBTS,2007,1,7,42F6,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,42F6,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,42F6,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,42F7,127379,Entelurus aequoreus,230,1,20170602
NS-IBTS,2007,1,7,42F7,127379,Entelurus aequoreus,340,1,20170602
NS-IBTS,2007,1,7,42F7,127379,Entelurus aequoreus,350,1,20170602
NS-IBTS,2007,1,7,42F7,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,42F7,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,42F7,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,230,3.568,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,270,5.454,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,300,3.568,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,340,3.568,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,360,3.568,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,380,7.136,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,390,2.727,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,400,7.136,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,410,3.568,20170602
NS-IBTS,2007,1,7,43F5,127379,Entelurus aequoreus,460,3.568,20170602
NS-IBTS,2007,1,7,43F5,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,43F5,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,43F5,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,200,3.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,240,1,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,250,1,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,260,7.152,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,270,6.152,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,280,8.152,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,290,3.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,300,1,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,320,6.152,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,340,3.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,360,4.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,370,7.152,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,380,7.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,400,3.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,410,6.152,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,430,3.076,20170602
NS-IBTS,2007,1,7,43F6,127379,Entelurus aequoreus,440,1,20170602
NS-IBTS,2007,1,7,43F6,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,43F6,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,43F6,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,43F7,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,7,43F7,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,43F7,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,43F7,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,7,44F5,127379,Entelurus aequoreus,280,5.66,20170602
NS-IBTS,2007,1,7,44F5,127379,Entelurus aequoreus,290,5.66,20170602
NS-IBTS,2007,1,7,44F5,127379,Entelurus aequoreus,380,5.66,20170602
NS-IBTS,2007,1,7,44F5,127379,Entelurus aequoreus,390,5.66,20170602
NS-IBTS,2007,1,7,44F5,127379,Entelurus aequoreus,420,5.66,20170602
NS-IBTS,2007,1,7,44F5,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,7,44F5,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,7,44F5,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,43F8,127379,Entelurus aequoreus,270,3,20170602
NS-IBTS,2007,1,8,43F8,127379,Entelurus aequoreus,280,1,20170602
NS-IBTS,2007,1,8,43F8,127379,Entelurus aequoreus,290,3,20170602
NS-IBTS,2007,1,8,43F8,127379,Entelurus aequoreus,300,1,20170602
NS-IBTS,2007,1,8,43F8,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,43F8,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,43F8,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,43F8,127393,Syngnathus typhle,130,1,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,240,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,250,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,260,2,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,280,1.333,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,290,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,300,2.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,310,2,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,330,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,340,1.333,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,350,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,370,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,390,1.333,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,400,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,410,0.667,20170602
NS-IBTS,2007,1,8,44F8,127379,Entelurus aequoreus,420,0.667,20170602
NS-IBTS,2007,1,8,44F8,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,44F8,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,44F8,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,240,0.667,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,250,2.667,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,260,4,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,270,1.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,280,7.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,290,8,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,300,2,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,310,1.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,320,1.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,330,0.667,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,370,1.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,380,2,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,390,0.667,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,400,0.667,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,410,1.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,420,1.333,20170602
NS-IBTS,2007,1,8,44F9,127379,Entelurus aequoreus,430,0.667,20170602
NS-IBTS,2007,1,8,44F9,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,44F9,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,44F9,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,250,1,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,260,2,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,270,5.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,280,2.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,290,4,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,300,1,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,310,2.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,330,0.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,350,0.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,360,0.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,370,1,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,380,1,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,390,0.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,410,0.5,20170602
NS-IBTS,2007,1,8,44G0,127379,Entelurus aequoreus,420,0.5,20170602
NS-IBTS,2007,1,8,44G0,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,44G0,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,44G0,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,250,0.5,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,260,0.5,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,270,1.5,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,280,1.5,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,290,1,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,300,0.5,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,320,2,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,370,0.5,20170602
NS-IBTS,2007,1,8,44G1,127379,Entelurus aequoreus,390,0.5,20170602
NS-IBTS,2007,1,8,44G1,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,44G1,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,44G1,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,44G1,127393,Syngnathus typhle,190,0.5,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,240,1,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,250,1,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,260,2,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,280,1,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,300,1,20170602
NS-IBTS,2007,1,8,45F9,127379,Entelurus aequoreus,380,1,20170602
NS-IBTS,2007,1,8,45F9,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,45F9,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,45F9,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,45G0,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,8,45G0,127379,Entelurus aequoreus,390,1,20170602
NS-IBTS,2007,1,8,45G0,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,45G0,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,45G0,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,260,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,270,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,280,1,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,290,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,300,1,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,330,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,350,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,370,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,400,0.5,20170602
NS-IBTS,2007,1,8,45G1,127379,Entelurus aequoreus,410,1,20170602
NS-IBTS,2007,1,8,45G1,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,45G1,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,45G1,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,46G0,127379,Entelurus aequoreus,250,1.333,20170602
NS-IBTS,2007,1,8,46G0,127379,Entelurus aequoreus,270,2.667,20170602
NS-IBTS,2007,1,8,46G0,127379,Entelurus aequoreus,300,0.667,20170602
NS-IBTS,2007,1,8,46G0,127379,Entelurus aequoreus,320,0.667,20170602
NS-IBTS,2007,1,8,46G0,127379,Entelurus aequoreus,360,0.667,20170602
NS-IBTS,2007,1,8,46G0,127379,Entelurus aequoreus,370,0.667,20170602
NS-IBTS,2007,1,8,46G0,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,8,46G0,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,8,46G0,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,8,46G0,127393,Syngnathus typhle,120,0.667,20170602
NS-IBTS,2007,1,9,41G0,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,9,41G0,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,9,41G0,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,9,41G0,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,9,41G1,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,9,41G1,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,9,41G1,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,9,41G1,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,9,41G2,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,9,41G2,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,9,41G2,127387,Syngnathus acus,310,1,20170602
NS-IBTS,2007,1,9,41G2,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,9,41G2,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,9,42G1,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,9,42G1,127379,Entelurus aequoreus,270,0.667,20170602
NS-IBTS,2007,1,9,42G1,127379,Entelurus aequoreus,360,0.667,20170602
NS-IBTS,2007,1,9,42G1,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,9,42G1,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,9,42G1,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,9,42G2,127379,Entelurus aequoreus,0,0,20170602
NS-IBTS,2007,1,9,42G2,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,9,42G2,127387,Syngnathus acus,400,1.333,20170602
NS-IBTS,2007,1,9,42G2,127387,Syngnathus acus,410,0.667,20170602
NS-IBTS,2007,1,9,42G2,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,9,42G2,127393,Syngnathus typhle,0,0,20170602
NS-IBTS,2007,1,9,43G0,127379,Entelurus aequoreus,270,2,20170602
NS-IBTS,2007,1,9,43G0,127379,Entelurus aequoreus,300,4,20170602
NS-IBTS,2007,1,9,43G0,127379,Entelurus aequoreus,360,2,20170602
NS-IBTS,2007,1,9,43G0,127379,Entelurus aequoreus,390,2,20170602
NS-IBTS,2007,1,9,43G0,127387,Syngnathus acus,0,0,20170602
NS-IBTS,2007,1,9,43G0,127389,Syngnathus rostellatus,0,0,20170602
NS-IBTS,2007,1,9,43G0,127393,Syngnathus typhle,0,0,20170602
